SGEAZM7OHRE981138,Q5,2011,39759,great engine; ,SUV,Audi
38ZSAKVC20U930606,V12 VANTAGE,2019,137449,best sedan; ,Minivan,Martin
VROU7UEWYWK097688,ESCALADE EXT,2008,19743,anti-lock brake system (ABS); ,Minivan,Cadillac
2CEDOZQS3WI014174,MP4-12C,2016,11800,2008,Minivan,McLaren
N5VAEVB47M5598208,ROADSTER,2009,1519,anti-lock brake system (ABS); ,Minivan,Tesla
FRCY3VYNL42885570,GRANSPORT,2007,67992,superturbocharger; ,McLaren,Maserati
BMMT70O7FLR864961,GALLARDO,2013,41550,sturdy side impact beams; ,Sedan,Lamborghini
GB5EB3AIUD0242483,760LI,2014,42293,automatic torque converter; high block; ,Coupe,BMW
H7PM7E5LCY5894305,TT QUATTRO,2002,33935,unibody construction; ,Convertible,Audi
RZ64Q4VF3EC682670,HIACE,2011,143278,Comes with a roof rack,Convertible,Toyota
WJENS213H4U188325,CAVALIER,2001,6605,small spark plug gap; ,Sedan,Chevrolet
ZIYO5EKWDKS246902,V60,2018,11515,original equipment manufacturer (OEM) parts; ,Van,Volvo
XK51E6IAGWW949280,SOUL,2010,17770,no backfire/backfiring; ,SUV,Kia
8HJHTFE0FGU264640,MT45,2006,28290,innovative air bags; ,Minivan,Freightliner
YSPKFT8VKW8617087,S2000,2001,93559,engine displacement; ,Convertible,Honda
L2G40AKW0DV261314,SONATA,2003,4388,wide chassis; drum brake; ,Coupe,Hyundai
QNGJBXZ0ZPN690169,GENESIS,2016,68300,sturdy rear axle assembly; moonroof,Van,Hyundai
IB3FDW7VPTE357125,CALIFORNIA,2011,55068,disc brake; crankcase; ,Van,Ferrari
C1OCSTQ1VP0823459,XFR-S,2017,104976,original equipment manufacturer (OEM) parts; drum brake; convertible; ,Minivan,Jaguar
7Y1EAHONCCS732936,CALIBER,2012,8247,best suspension; ,Minivan,Dodge
AI51SMWRVBH997689,MERIVA,2008,102980,ultra new transmission; ,Van,Chevrolet
58SXUC0BZIA446980,CRF70F,2008,161228,crankcase; hydraulic brakes; ,Truck,Honda
EAJW0OF78HV386515,SPRINTER 3500,2002,129480,,Coupe,Freightliner
AKHFEO0D1D4893889,FE-SP,2004,3544,wide cam; ,Truck,Mitsubishi
BNWE37HKK6A465562,GIULIETTA,2019,58848,coupe; ,Van,Romeo
6HKQMAEQ5PA690783,PATRIOT,2011,29506,supernew catalytic converter; ,Sedan,Jeep
I7CVVBU08H1044370,EOS,2008,49142,disc brake; gap; ,Sedan,Volkswagen
MW6HGX7M6O4186962,V8 VANTAGE,2011,2092,,Convertible,Aston
SJV51DZQ416158315,PASSAT,2013,176770,autotachometer;,Minivan,Volkswagen
CHA3G8GE21K992177,SUBURBAN 1500,2017,12174,broad wheelbase; crankcase; ,Truck,Chevrolet
1D377TZAWSW801985,GT,2008,36111,no backfire/backfiring; ,Minivan,Romeo
EMARJQJLUEI221810,ARNAGE,2001,50919,normally aspirated; ,Minivan,Bentley
UEHE08QS622862172,PRIUS V,2013,20001,high torque; ,Convertible,Toyota
KIYTRMRZHSZ939929,GRANSPORT,2007,91502,,Truck,Maserati
MXF3EGT2PAG490479,FORESTER,2008,42500,good piston; ,Coupe,Subaru
VSGK3RYW2TC911641,S40,2002,102289,wide cam; ,Sedan,Volvo
ZS1SXM3GTO8957023,ESCALADE EXT,2007,11720,air filtration system; ,Truck,Cadillac
ABCX0O07N6F519334,575 M MARANELLO,2005,107835,original equipment manufacturer (OEM) parts; modern dashboard; high torque; ,Sedan,Ferrari
H0SVSC0X1W0660350,EXPRESS 4500,2013,37800,high differential; automatic valves; ,Coupe,Chevrolet
IOCT8QVK86C997015,CONTINENTAL,2012,98400,,Minivan,Bentley
XLHSC830B4B709486,C70,2010,10582,drum brake; ,Convertible,Volvo
XG2F8AZ3DKK768039,FORTE KOUP,2016,31600,,Convertible,Kia
23XI32P0M0K897737,CAYMAN,2007,102280,,Convertible,Porsche
2TN1NJUXESG344969,IMPREZA,2018,11972,automatic torque converter; ,SUV,Subaru
2KANK83IC2A444270,SILVERADO 2500 HD,2011,100896,minivan; ,Convertible,Chevrolet
XOBOW6AU18A917853,MARK LT,2008,5133,,Van,Lincoln
22420XMJ47N471618,S,2013,111720,supernew catalytic converter; ,SUV,Tesla
VP0U4FNOL1Q272112,MITO,2013,84541,manual transmission; ,SUV,Alfa
1EW5SWZMNBU661507,TT QUATTRO,2005,61050,best sedan; automatic transmission; engine displacement; ,Van,Audi
7FT34LPXEKD855738,MT55,2009,96640,,Coupe,Freightliner
E64AFHYM7CM667399,AZURE,2010,84966,front wheel drive; fuel injection; Automotive Service Excellence (ASE); ,Convertible,Bentley
426W8PU85BH593514,IMPREZA,2011,52180,crankcase; hydraulic brakes; ,Sedan,Subaru
KRDZJUDE7EC973298,COUPE,2003,32130,can be used as sports car; ,SUV,Maserati
EFUWNBMO3TM316916,ELISE,2011,158818,automatic safety features; ,Van,Lotus
LAW66TO51NY340329,TRX500FGA FOURTRAX FOREMAN RUBICON,2008,129900,gap; no backfire/backfiring; ,Sedan,Honda
SX73Y7QKKQF628146,EOS,2012,75560,,Minivan,Volkswagen
V4JVFR4YRS7140562,GOL SEDAN,2012,4266,best suspension; ,Convertible,Volkswagen
XUV6JR4Q8SX652578,Q45,2004,27628,normally aspirated; ,Truck,INFINITI
K23GQ1HYKID336715,ARNAGE,2009,43530,automatic safety features; ,Convertible,Bentley
JVUFO2OOZH6501609,PASSAT,2017,33075,sturdy rear axle assembly; ,Convertible,Volkswagen
6D300ABH65P725391,LIBERTY,2003,125635,high volume cylinder; pickup; ,Sedan,Jeep
AFTWPBMU2TA534019,ESPRIT,2004,67542,air filtration system; ,Coupe,Lotus
Z4RBIUHHJZS859016,FE-HD,2002,127020,best radiator; ,Van,Mitsubishi
1RQR2NON75E373495,MX-5,2006,14172,innovative air bags; ,Coupe,MAZDA
OOXPL1JMKRX336822,612 SCAGLIETTI,2010,32888,manual transmission; normally aspirated; ,Convertible,Ferrari
X7PFFGNBSQI524327,BOXSTER,2011,9388,Automotive Service Excellence (ASE); detail; ,SUV,Porsche
CNXWEAHRICK569430,WRANGLER,2006,62856,four-wheel drive; ,Coupe,Jeep
41AHCTXZIUN699904,VANQUISH,2003,91080,supernew catalytic converter; high torque; small spark plug gap; ,Coupe,Aston
GKTLIDKGMZ6109105,DBS,2008,7135,good gear; ,Minivan,Aston
LMC0DXV2F72475134,OUTBACK,2018,13130,best oil pump; ,Minivan,Subaru
EBZZN84J0L1163524,RAM 2500 TRUCK,2003,19605,Automotive Service Excellence (ASE); ,Van,Dodge
GC225MTL5DF831250,CAYMAN,2015,10299,coupe; best suspension; ,Sedan,Porsche
5I71MA5PSO0445780,GT,2008,22908,manual transmission; ,Truck,Romeo
1WU1KQALZ75403546,LANCER,2008,50010,active safety features; crumple zones; ,SUV,Mitsubishi
3U3N6HS8K3V143011,SIERRA 2500 HD,2012,18870,crumple zones; ,Coupe,GMC
GBA0V3Z00JI851102,GRANTURISMO,2011,118476,autotachometer; modern dashboard; ,Van,Maserati
31ZQB40Z55B784788,456 M GTA,2002,123328,super new ignition system; power train; ,Coupe,Ferrari
WJUY8SU2JR0730363,PATRIOT,2017,39573,no redline; ,Minivan,Jeep
05AJ273ZM02946325,C7500 TOPKICK,2004,159990,,SUV,GMC
7W7UDF3KP41966929,ESCALADE EXT,2003,54990,great rpms; station wagon (Also known as wagon.); ,SUV,Cadillac
NNLD761PGMY686484,FL80,2005,23613,hydraulic brakes; good gear; sturdy rear axle assembly; ,Minivan,Freightliner
CQCKR5VZRWO844951,COOPER,2003,6276,no understeer; ,Coupe,MINI
WMXOWCZE1MO140134,ENDEAVOR,2007,38615,strong muffler; electronic transmission; ,SUV,Mitsubishi
6GHR6AAGP36983674,3 SPORT,2013,4232,high quality carburetor; ,Van,MAZDA
8FX05ZAH64B316440,AZERA,2009,79100,wide transaxle; ,SUV,Hyundai
0HJ3WSLKGZT340626,LACROSSE,2008,17670,engine displacement; ,SUV,Buick
IKUQE1AIER1879688,RL,2002,57900,engine displacement; power train; ,Sedan,Acura
WSMCQT2QRUX986498,MATRIX,2017,22538,pickup; ,Van,Toyota
AZCPHC4R1RY522608,FORTWO,2007,130284,,SUV,smart
NVDV1HTYNUU168147,R1200CL,2005,63324,automatic safety features; ,Van,BMW
8BPZY476GS8852305,MKS,2015,21882,,Convertible,Lincoln
27J2LRAE38R945176,LUCERNE,2007,76590,high volume cylinder; ,SUV,Buick
5U2302GFYRL619555,ELANTRA,2010,165004,,Truck,Hyundai
B3V53WEVPX7253102,ENCLAVE,2012,30759,best sedan; ,Convertible,Buick
I6M6GMQGG7C407268,COOPER,2007,99910,sport utility vehicle-SUV; best sedan; broad wheelbase; ,Coupe,MINI
B2JQXKMCCJ3730138,CADDY,2018,77568,automatic torque converter; ,Van,Volkswagen
Z8UDI7LAGS7164830,ST1300,2004,167400,station wagon (Also known as wagon.); ,Truck,Honda
KSC5NS2WX0Q021711,G37,2012,14726,drum brake; ,Van,INFINITI
WN6OY1F26X1741004,F430,2005,51128,original equipment manufacturer (OEM) parts; wide transaxle; convertible; ,Coupe,Ferrari
05WXEVLB5X8956206,SRX,2009,24135,fuel injection; ,SUV,Cadillac
1U4MXLVV84A726331,ELISE,2007,129670,,Sedan,Lotus
8C76DYYDYJU989849,SRX,2008,8910,can be used as sports car; ,Sedan,Cadillac
EVDJMOIDNRC331823,FORFOUR,2005,17826,all passive safety features; ,Coupe,smart
4G40BAXEV4V936460,XTS,2013,102825,overdrive; ,SUV,Cadillac
ATWA3W65LU2848535,PRIUS V,2015,12702,hatchback; air filtration system; ,Minivan,Toyota
A1NW00GFYRY803793,G35,2003,93475,great rpms; ,Convertible,INFINITI
ZDR30CO5D6G733856,DUCATO,2008,85110,,Truck,FIAT
3HWBBE541KJ068668,335I,2008,42840,best oil pump; ,Sedan,BMW
ENHQ8WS125F354364,TSX,2010,4884,manual transmission; ,Van,Acura
BX1OSN5TZYU191007,SONATA,2010,23424,manual transmission; ,Sedan,Hyundai
0XHRC15HS5V123753,TSX,2011,106125,rack and pinion steering; ,Truck,Acura
35TB5QWCJW0515619,XKR,2019,136271,ultra new transmission; ,Minivan,Jaguar
NQC3ODNRG8W618383,MKS,2011,106985,,SUV,Lincoln
SEXWGCZNLS4439650,BROOKLANDS,2009,176955,crankcase; ,Sedan,Bentley
ZIL5XS7BK6F565259,CALIFORNIA,2018,115032,modern dashboard; ,Convertible,Ferrari
LXLYHOV4G1Z722469,EXPRESS 3500,2018,167240,normally aspirated; ,SUV,Chevrolet
66BVP1UV1VM384215,LS600H,2010,47550,no understeer; detail; ,Truck,Lexus
U0PQOVOJXT2453885,GHIBLI,2015,25746,engine displacement; ,Coupe,Maserati
K5ZQ65X47KU986899,ELDORADO,2001,66910,minivan; ,SUV,Cadillac
L8CKHAJ376Q732997,RX400H,2008,7152,automatic safety features; ,Sedan,Lexus
ZXZP2ADJFMJ124788,COMMANDER,2009,2842,,SUV,Jeep
E8MFMML51CM701156,PALIO,2007,26844,all passive safety features; ,Van,FIAT
7YCPTKZS5B3163969,TRX500FE FOURTRAX FOREMAN 4X4 ES,2008,38273,,Convertible,Honda
Z0Z206HDHO0103381,VERANO,2013,141406,power train; ,Truck,Buick
JGARQY7YBFD847126,SEDAN,2002,21752,air filtration system; broad wheelbase; ,Convertible,Volkswagen
PEXVHDHEYM7282767,DBS,2009,44320,best radiator; ,Truck,Aston
BHVL8OFSZ0G423785,VT1100C SHADOW SPIRIT,2005,30246,manual transmission; ,Convertible,Honda
ZDIFPMGLJRT329921,RDX,2012,129628,best oil pump; best possible traction; ,Minivan,Acura
PUVTYE6IVGN271318,DBS,2011,78935,rear wheel drive; ,Convertible,Martin
MBKMABQOONK563483,SOUL,2019,87548,original equipment manufacturer (OEM) parts; ,Van,Kia
MT0OEZQ7C5Q035531,DB9,2013,97620,front wheel drive; ,Coupe,Martin
F5BABPZQD3I737349,ASTRO,2003,139336,Automotive Service Excellence (ASE); high torque; ,Van,Chevrolet
LN7ZMWGACVJ434473,SAVANA 3500,2016,53772,innovative air bags; ,Van,GMC
OUXQFNQE2K7274854,740I,2015,105308,engine displacement; ,Sedan,BMW
ZS1M7DGNG0B708125,RAM 2500 PICKUP,2001,10388,,SUV,Dodge
0Y8HTOZ7K6L112375,WRANGLER,2004,139065,ultra new transmission; normally aspirated; hydraulic brakes; ,Van,Jeep
6KSCMBLK5DZ055754,IMPREZA,2002,27610,best radiator; ,Convertible,Subaru
LEWHC17RSR2225266,MARK LT,2007,22948,coupe; ,Coupe,Lincoln
M6J2KWLLUKW587077,AZERA,2011,73801,,Sedan,Hyundai
UVVEV0Y7R3V483738,OUTLANDER,2011,5350,automatic transmission; ,Sedan,Mitsubishi
L075CLEGAGV332326,RX330,2004,61175,four-wheel drive; drive shaft; ,Van,Lexus
A2YAQD6KDWM503404,FORTWO,2011,6490,detail; ,SUV,smart
1D75678DO43448008,PROMASTER 2500,2016,9230,,Minivan,Ram
FWOYW8SJUH7074597,SPRINTER 3500,2003,58928,pickup; ,Convertible,Freightliner
QHUYKEFC12W678012,DB9,2012,193286,power train; ,Truck,Martin
30KBYEYBKH5669910,E-350 ECONOLINE CLUB WAGON,2001,53610,best possible traction; ,Sedan,Ford
RUAW8E8S2SA826885,TITAN,2008,154050,automatic safety features; ,Minivan,Nissan
3VWJ7G74MRP551283,V8 VANTAGE,2007,124280,check the Monroney sticker - theer is nothing better than this vehicle; ,SUV,Martin
G33VJW8N2FY389186,B2300,2001,4738,broad wheelbase; drive shaft; high block; ,Minivan,MAZDA
JVT2Q6U7HLH559100,SPIDER,2007,2485,,Van,Alfa
T1HO8QC0CE5867880,POINTER,2003,53997,coupe; ,Van,Volkswagen
30IT6VOHPTN692600,RL,2002,133159,oversteer; ,SUV,Acura
S7OOZE7TI6U419267,FX35,2012,136516,front axle assembly; active safety features; supernew catalytic converter; ,Sedan,INFINITI
8CPKHCHU2W7031895,FORTWO,2005,139625,no redline; ,Truck,smart
VDJS4PZ5A22366162,XK8,2005,90324,high torque; ,SUV,Jaguar
ASBUY3C1GYP443816,3 SPORT,2010,5513,manual transmission; ,Coupe,MAZDA
1J1RMS1AO48718511,COOPER COUNTRYMAN,2013,34872,,Truck,MINI
H130KLLOZLY973998,ROADSTER,2009,111596,rack and pinion steering; ,Minivan,Tesla
SWME2EZ3HDD006687,SL55 AMG,2006,13550,great engine; ,Minivan,Mercedes-Benz
73MVKB63GMJ964569,GALANT,2004,6381,best sedan; ,SUV,Mitsubishi
JAH4TXSVFRZ937654,POINTER,2004,83052,wide transaxle; ,Van,Volkswagen
MW7W375RHHU707116,COOPER,2015,51504,rear wheel drive; ,Van,MINI
C0VHQRA5CIO857811,ARNAGE,2003,63870,coupe; ,SUV,Bentley
FZ1HFZ585WR955503,AVIATOR,2004,99636,high quality carburetor; ,Minivan,Lincoln
SROKG0OMKKQ394333,TRACKER,2002,32814,rack and pinion steering; ,Convertible,Chevrolet
C4QIGI5R0PE739600,OUTLANDER,2004,76236,autotachometer; automatic torque converter; ,Convertible,Mitsubishi
MYX14D30CZI581341,Q5,2013,6777,check the Monroney sticker - there is nothing better than this vehicle; repair,Van,Audi
OUIFCWSPPHR650293,GENESIS,2011,27801,modern dashboard; ,Convertible,Hyundai
M58W6OQD1J3561088,BOXSTER,2001,64527,,Truck,Porsche
PC02G0A675B935953,CANTER FE180,2012,4566,detail; ,Van,Mitsubishi
K6NPKFWC2DG818634,TL,2004,77212,hydraulic brakes; drum brake; ,Coupe,Acura
1MF8O5K3V5X143850,LX570,2010,104044,wide transaxle; ,Minivan,Lexus
JB6TJOH3G13545501,INTEGRA,2001,2998,super new ignition system; ,Coupe,Acura
3KYD25BMOB3101135,IMPREZA,2003,3972,drive shaft; high differential; can be used as sports car; ,Minivan,Subaru
7F3L3GAY4BB268957,CANYON,2005,119148,good gear; all passive safety features; high quality carburetor; ,Sedan,GMC
P7UUVOVKPTD080947,QUATTROPORTE,2007,48335,,SUV,Maserati
0XJA8OD4GS2220202,PRIUS V,2012,12756,superturbocharger; ,Minivan,Toyota
WSHBRYQYDCI202435,S7,2014,19620,detail; unibody construction; wide cam; ,Van,Audi
1NVXI5JXG3Q330243,AZERA,2010,3812,automatic valves; wide chassis; ,Van,Hyundai
SZAJTDBI6IL561669,4C,2016,101749,original equipment manufacturer (OEM) parts; ,Coupe,Alfa
7T0CI3XEYJA004139,COMPASS,2019,21140,super new ignition system; ,Coupe,Jeep
E5WGL31NMNQ304399,ARNAGE,2002,25840,engine displacement; ,SUV,Bentley
YB3M3MZEQ1J275307,SIERRA 1500,2001,28814,coupe; ,Convertible,GMC
0OZ6776OUA0065975,MULSANNE,2014,3409,best possible traction; ,Sedan,Bentley
Z4SH0SHZI01062444,ROADSTER,2009,140520,automatic valves; ,Sedan,Tesla
IHCVQSL87UO415387,WRX STI,2015,189940,minivan; unibody construction; ,Minivan,Subaru
6PSJQWZYS2J443879,XK,2015,6828,detail; ,Minivan,Jaguar
YR8K00OE58G720472,WRANGLER,2007,22740,fuel injection; ,Coupe,Jeep
3S8JO5UMV1Y166789,CAMARO,2010,80787,very hard struts; ,Convertible,Chevrolet
F6TVSMY2L2Z886673,ML400,2015,57190,great rpms; hydraulic brakes; ,Convertible,Mercedes-Benz
U3HSV2KCE0Y319532,YARIS,2012,92019,automatic valves; high block; ,Sedan,Toyota
036JZFZ8I3K433701,Q45,2003,79683,disc brake; ,Sedan,INFINITI
AN86IKI83LD618280,TT,2001,23400,innovative air bags; automatic valves; ,Convertible,Audi
PHTKITC5C1H921363,458 ITALIA,2012,85628,great engine; ,Convertible,Ferrari
0KQT4QWDSFO183874,VERACRUZ,2007,58788,anti-lock brake system (ABS); ,Sedan,Hyundai
KG6S1KYGKY7383089,MAXIMA,2012,101450,gap; ,Minivan,Nissan
7A13XEM0IMF171736,LOBO,2013,66160,innovative air bags; front axle assembly; ,Van,Ford
R56SEOUUT0R265399,MURCIELAGO,2003,26791,good piston; ,Van,Lamborghini
TD5OFRN1LC8601752,RAM 3500 PICKUP,2003,39765,oversteer; overdrive; unibody construction; ,SUV,Dodge
ZJFVODF6M3T898510,BOXSTER,2016,73979,broad wheelbase; ,Minivan,Porsche
